OrderID,CustomerID,WarehouseID,PartnerID,RouteID,OrderDate,DispatchDate,ExpectedDeliveryDate,ActualDeliveryDate,DispatchDelay_hrs,Delay_Days,Is_Late,SLA_Breached,DeliveryStatus,DeliveryAttempts,PackageCategory,PackageWeight_kg,OrderValue_INR,VehicleType,TimeOfDispatch,WeatherCondition,DriverExperience_yrs,PaymentMode,IsReturnOrder,IsWeekendOrder,CustomerFeedbackScore,NDR_Raised,ShippingCost_INR,OrderPriority
ORD000736,CUST0096,WH004,DP008,RT060,26-01-2023,27-01-2023,01-02-2023,31-01-2023,42,-1,0,0,Delivered,1,Furniture,24.21,12626.59,Bike,Morning,Clear,12,Prepaid,0,0,4,0,1165.95,Same-Day
ORD000737,CUST0021,WH002,DP004,RT006,26-01-2023,26-01-2023,01-02-2023,02-02-2023,0.5,1,1,1,Delivered,1,Clothing,0.85,330.84,Bike,Evening,Rain,6,COD,0,0,2.1,0,95.61,Standard
ORD000738,CUST0260,WH007,DP003,RT033,26-01-2023,27-01-2023,01-02-2023,01-02-2023,40,0,0,0,Delivered,1,Sports,3.86,1072.49,Truck,Evening,Clear,12,Prepaid,0,0,4.9,0,334.02,Standard
ORD000739,CUST0073,WH012,DP007,RT005,26-01-2023,28-01-2023,31-01-2023,NULL,53,NULL,1,1,Failed,2,Toys,1.17,1852.96,Bike,Afternoon,Clear,4,Prepaid,0,0,NULL,1,101.44,Express
ORD000740,CUST0248,WH008,DP003,RT021,26-01-2023,27-01-2023,01-02-2023,31-01-2023,45,-1,0,0,Delivered,1,Furniture,28.38,24529.64,Truck,Afternoon,Rain,4,COD,0,0,4.7,0,1852.79,Standard
ORD000741,CUST0127,WH008,DP006,RT057,26-01-2023,27-01-2023,01-02-2023,01-02-2023,31,0,0,0,Delivered,1,FMCG,1.73,659.16,Van,Morning,Clear,11,Prepaid,0,0,3.4,0,105.81,Standard
ORD000742,CUST0499,WH012,DP005,RT028,26-01-2023,28-01-2023,01-02-2023,01-02-2023,71,0,0,0,Delivered,1,Clothing,0.75,581.17,Truck,Evening,Clear,13,Prepaid,0,0,3.4,0,135.09,Standard
ORD000743,CUST0046,WH010,DP008,RT021,26-01-2023,26-01-2023,31-01-2023,02-02-2023,8,2,1,1,Delivered,2,Appliances,10.7,11518.57,Van,Evening,Clear,2,COD,0,0,2.6,0,674.74,Standard
ORD000744,CUST0470,WH011,DP003,RT024,26-01-2023,26-01-2023,31-01-2023,30-01-2023,3.2,-1,0,0,Delivered,1,Toys,1.19,1570.68,Van,Afternoon,Clear,4,Wallet,0,0,4,0,104.98,Standard
ORD000745,CUST0268,WH005,DP007,RT051,26-01-2023,26-01-2023,30-01-2023,30-01-2023,9,0,0,0,Delivered,1,FMCG,3.15,635.72,Bike,Morning,Heatwave,5,COD,0,0,4.7,0,187.61,Standard
ORD000746,CUST0128,WH011,DP004,RT028,26-01-2023,26-01-2023,30-01-2023,04-02-2023,2,5,1,1,Delivered,2,Books,0.78,549.86,Bike,Afternoon,Fog,12,Prepaid,0,0,2.2,1,116.52,Standard
ORD000747,CUST0030,WH008,DP003,RT011,26-01-2023,26-01-2023,30-01-2023,30-01-2023,10,0,0,0,Delivered,1,Clothing,0.79,1252.21,Bike,Morning,Clear,4,Prepaid,0,0,4.2,0,135.92,Standard
ORD000748,CUST0094,WH002,DP002,RT022,26-01-2023,26-01-2023,31-01-2023,NULL,4,NULL,1,1,Failed,3,Electronics,2.73,18967.11,Bike,Evening,Clear,11,Prepaid,0,0,NULL,1,193.84,Standard
ORD000749,CUST0224,WH001,DP004,RT046,26-01-2023,27-01-2023,01-02-2023,01-02-2023,42,0,0,0,Delivered,1,Clothing,0.71,1448.87,Van,Evening,Clear,7,COD,0,0,4.2,0,80.44,Standard
ORD000750,CUST0316,WH003,DP004,RT046,26-01-2023,27-01-2023,01-02-2023,03-02-2023,41,2,1,1,Delivered,2,Electronics,5.35,6006.99,Van,Night,Fog,6,Prepaid,0,0,2.1,0,339.81,Express
ORD000751,CUST0100,WH005,DP007,RT034,26-01-2023,27-01-2023,31-01-2023,01-02-2023,27,1,1,1,Returned,1,FMCG,3.26,524.58,Bike,Afternoon,Fog,5,COD,1,0,1,0,276.33,Express
ORD000752,CUST0071,WH011,DP005,RT057,26-01-2023,27-01-2023,01-02-2023,04-02-2023,34,3,1,1,Delivered,1,Books,0.56,254.44,Truck,Morning,Heatwave,4,Prepaid,0,0,3.4,1,93.35,Standard
ORD000753,CUST0081,WH010,DP006,RT054,26-01-2023,27-01-2023,01-02-2023,31-01-2023,35,-1,0,0,Delivered,1,FMCG,1.76,703.55,Bike,Evening,Clear,15,Wallet,0,0,4.9,0,130.21,Standard
ORD000754,CUST0449,WH013,DP006,RT037,26-01-2023,26-01-2023,29-01-2023,NULL,13,NULL,1,1,Failed,2,Furniture,14.09,36161.82,Van,Morning,Clear,3,COD,0,0,NULL,1,600.12,Standard
ORD000755,CUST0398,WH007,DP002,RT041,26-01-2023,26-01-2023,30-01-2023,30-01-2023,10,0,0,0,Delivered,1,Electronics,3.28,11993.47,Truck,Afternoon,Storm,9,Prepaid,0,0,4.5,0,261.13,Same-Day
ORD000756,CUST0367,WH010,DP002,RT017,26-01-2023,27-01-2023,01-02-2023,31-01-2023,47,-1,0,0,Returned,1,Toys,2.13,1935.83,Bike,Morning,Clear,12,Prepaid,1,0,4.5,0,202.19,Express
ORD000757,CUST0300,WH004,DP002,RT051,26-01-2023,26-01-2023,30-01-2023,NULL,13,NULL,1,1,Failed,3,Electronics,8.8,16259.87,Bike,Afternoon,Fog,9,COD,0,0,NULL,1,151.9,Standard
ORD000758,CUST0108,WH008,DP001,RT015,26-01-2023,26-01-2023,31-01-2023,31-01-2023,18,0,0,0,Delivered,1,Books,0.4,662.16,Bike,Morning,Clear,10,Prepaid,0,0,4.2,0,82.87,Standard
ORD000759,CUST0102,WH009,DP003,RT029,26-01-2023,26-01-2023,01-02-2023,01-02-2023,0.8,0,0,0,Delivered,1,FMCG,3.13,498.45,Truck,Evening,Heatwave,11,COD,0,0,3.9,0,131.07,Standard
ORD000760,CUST0410,WH011,DP005,RT034,26-01-2023,26-01-2023,30-01-2023,04-02-2023,6,5,1,1,Delivered,1,Clothing,8.29,788.13,Bike,Afternoon,Clear,1,Prepaid,0,0,2.2,1,175.42,Standard
ORD000761,CUST0091,WH007,DP004,RT041,27-01-2023,28-01-2023,01-02-2023,01-02-2023,35,0,0,0,Delivered,1,FMCG,2.58,728.27,Van,Afternoon,Clear,13,COD,0,0,4.6,0,279.75,Express
ORD000762,CUST0365,WH008,DP005,RT043,27-01-2023,28-01-2023,01-02-2023,31-01-2023,47,-1,0,0,Delivered,1,Toys,1.43,715.28,Truck,Evening,Clear,13,Wallet,0,0,3.4,0,126.02,Standard
ORD000763,CUST0016,WH003,DP003,RT022,27-01-2023,27-01-2023,01-02-2023,01-02-2023,23,0,0,0,Delivered,1,FMCG,2.94,631.52,Truck,Morning,Rain,14,Wallet,0,0,3.3,0,230.21,Same-Day
ORD000764,CUST0110,WH009,DP002,RT027,27-01-2023,27-01-2023,29-01-2023,29-01-2023,7,0,0,0,Delivered,1,Clothing,1.17,740.94,Van,Evening,Clear,3,COD,0,0,4.9,0,109.82,Express
ORD000765,CUST0263,WH011,DP002,RT038,27-01-2023,28-01-2023,02-02-2023,02-02-2023,41,0,0,0,Delivered,1,Electronics,4.08,16051.93,Van,Afternoon,Clear,7,Wallet,0,0,3.9,0,263.43,Standard
ORD000766,CUST0160,WH007,DP004,RT015,27-01-2023,28-01-2023,02-02-2023,03-02-2023,42,1,1,1,Delivered,1,Books,0.48,289.58,Truck,Afternoon,Rain,10,Wallet,0,0,2.9,0,106.16,Standard
ORD000767,CUST0253,WH001,DP002,RT021,27-01-2023,28-01-2023,02-02-2023,02-02-2023,26,0,0,0,Delivered,1,Beauty,0.98,623.3,Bike,Morning,Clear,4,Wallet,0,0,4.8,0,123.49,Standard
ORD000768,CUST0089,WH004,DP003,RT052,27-01-2023,28-01-2023,02-02-2023,03-02-2023,32,1,1,1,Delivered,1,Furniture,15.86,35884.39,Van,Night,Heatwave,9,Prepaid,0,0,1.5,0,1205.73,Standard
ORD000769,CUST0095,WH006,DP002,RT004,27-01-2023,27-01-2023,29-01-2023,29-01-2023,19,0,0,0,Delivered,1,Electronics,4.51,12916.72,Van,Afternoon,Clear,13,Prepaid,0,0,4.6,0,332.92,Standard
ORD000770,CUST0272,WH008,DP005,RT047,27-01-2023,27-01-2023,01-02-2023,01-02-2023,17,0,0,0,Delivered,1,Books,0.73,518.87,Van,Morning,Clear,1,Prepaid,0,0,3.6,0,103.65,Standard
ORD000771,CUST0247,WH004,DP004,RT018,27-01-2023,28-01-2023,02-02-2023,02-02-2023,33,0,0,0,Returned,1,Electronics,4.91,16033.71,Bike,Morning,Clear,5,Prepaid,1,0,3.8,0,387.84,Standard
ORD000772,CUST0361,WH011,DP003,RT007,27-01-2023,27-01-2023,01-02-2023,31-01-2023,11,-1,0,0,Delivered,1,Beauty,0.83,667.05,Truck,Morning,Clear,5,Prepaid,0,0,4.7,0,143.6,Standard
ORD000773,CUST0378,WH005,DP001,RT016,27-01-2023,28-01-2023,01-02-2023,31-01-2023,35,-1,0,0,Delivered,1,Appliances,10,8916.29,Truck,Evening,Storm,8,Prepaid,0,0,4.3,0,490.49,Standard
ORD000774,CUST0206,WH001,DP002,RT054,27-01-2023,27-01-2023,01-02-2023,04-02-2023,11,3,1,1,Delivered,1,Books,0.83,567.42,Bike,Morning,Storm,9,Wallet,0,0,3.1,1,118.53,Standard
ORD000775,CUST0345,WH010,DP003,RT035,27-01-2023,28-01-2023,02-02-2023,03-02-2023,30,1,1,1,Delivered,2,Appliances,7.71,14879.84,Van,Morning,Clear,6,Prepaid,0,0,2.7,0,463.17,Standard
ORD000776,CUST0318,WH008,DP008,RT012,27-01-2023,27-01-2023,31-01-2023,31-01-2023,8,0,0,0,Delivered,1,Electronics,4.87,16885.97,Van,Afternoon,Clear,3,Prepaid,0,0,4.9,0,375.87,Standard
ORD000777,CUST0286,WH010,DP002,RT007,27-01-2023,28-01-2023,02-02-2023,02-02-2023,39,0,0,0,Delivered,1,Clothing,1.17,347.76,Truck,Morning,Clear,3,COD,0,0,5,0,115.16,Express
ORD000778,CUST0248,WH004,DP002,RT041,27-01-2023,27-01-2023,31-01-2023,31-01-2023,12,0,0,0,Returned,1,Clothing,1.08,1240.34,Van,Night,Fog,7,Wallet,1,0,4,0,116.62,Standard
ORD000779,CUST0455,WH001,DP002,RT010,27-01-2023,28-01-2023,01-02-2023,31-01-2023,35,-1,0,0,Delivered,1,Toys,2.03,1204.76,Bike,Afternoon,Clear,7,COD,0,0,3.6,0,163.55,Standard
ORD000780,CUST0396,WH001,DP005,RT001,27-01-2023,28-01-2023,30-01-2023,31-01-2023,47,1,1,1,Delivered,2,FMCG,2.84,288.4,Van,Morning,Fog,9,Wallet,0,0,1.2,0,183.86,Standard
ORD000781,CUST0067,WH001,DP007,RT012,27-01-2023,27-01-2023,31-01-2023,30-01-2023,18,-1,0,0,Delivered,1,Clothing,0.93,1324.2,Truck,Afternoon,Fog,12,Prepaid,0,0,3.5,0,110.59,Standard
ORD000782,CUST0475,WH010,DP001,RT027,27-01-2023,28-01-2023,30-01-2023,29-01-2023,28,-1,0,0,Delivered,1,Electronics,5.71,8328.51,Van,Morning,Fog,2,Prepaid,0,0,4.2,0,497.29,Standard
ORD000783,CUST0046,WH004,DP005,RT028,27-01-2023,28-01-2023,01-02-2023,01-02-2023,28,0,0,0,Delivered,1,Beauty,0.74,570.41,Bike,Afternoon,Rain,14,Prepaid,0,0,4.7,0,144.2,Express
ORD000784,CUST0467,WH014,DP003,RT058,27-01-2023,28-01-2023,02-02-2023,04-02-2023,44,2,1,1,Delivered,2,Electronics,4.49,5007.9,Bike,Night,Clear,11,Prepaid,0,0,2,0,372.52,Standard
ORD000785,CUST0043,WH010,DP006,RT056,27-01-2023,28-01-2023,02-02-2023,02-02-2023,34,0,0,0,Delivered,1,Clothing,1.07,1473.13,Van,Morning,Rain,7,COD,0,0,4.7,0,68.43,Standard
ORD000786,CUST0229,WH008,DP003,RT018,27-01-2023,28-01-2023,02-02-2023,02-02-2023,24,0,0,0,Delivered,1,Clothing,0.84,1254.46,Bike,Night,Clear,13,Wallet,0,0,3.7,0,60.75,Express
ORD000787,CUST0439,WH014,DP001,RT001,27-01-2023,28-01-2023,30-01-2023,30-01-2023,47,0,0,0,Delivered,1,Electronics,5.23,6369.63,Van,Morning,Fog,13,Prepaid,1,0,4.8,0,420.16,Standard
ORD000788,CUST0301,WH004,DP005,RT057,27-01-2023,27-01-2023,02-02-2023,01-02-2023,1.7,-1,0,0,Delivered,1,Electronics,2.83,11832.8,Bike,Afternoon,Clear,4,COD,0,0,4.9,0,271.51,Standard
ORD000789,CUST0444,WH002,DP006,RT050,27-01-2023,27-01-2023,31-01-2023,31-01-2023,18,0,0,0,Delivered,1,FMCG,6.84,352.05,Bike,Morning,Rain,9,Prepaid,0,0,4.6,0,219.25,Standard
ORD000790,CUST0234,WH009,DP007,RT023,28-01-2023,30-01-2023,03-02-2023,04-02-2023,69,1,1,1,Delivered,1,FMCG,3.06,169.44,Van,Evening,Clear,4,Prepaid,0,1,2.8,0,198.62,Standard
ORD000791,CUST0199,WH004,DP004,RT039,28-01-2023,28-01-2023,31-01-2023,05-02-2023,17,5,1,1,Delivered,3,FMCG,2.18,706.33,Van,Evening,Fog,9,Prepaid,0,1,1.1,1,216.1,Express
ORD000792,CUST0497,WH014,DP001,RT017,28-01-2023,29-01-2023,03-02-2023,NULL,46,NULL,1,1,Failed,2,Sports,2.37,2614.58,Bike,Evening,Clear,13,Wallet,0,1,NULL,1,200.22,Express
ORD000793,CUST0336,WH014,DP003,RT045,28-01-2023,28-01-2023,31-01-2023,30-01-2023,0,-1,0,0,Delivered,1,Appliances,7.89,14843.13,Truck,Evening,Heatwave,6,Wallet,0,1,4.9,0,616.7,Standard
ORD000794,CUST0032,WH013,DP006,RT042,28-01-2023,28-01-2023,01-02-2023,01-02-2023,8,0,0,0,Delivered,1,Electronics,5.55,7880.24,Van,Evening,Clear,7,Prepaid,0,1,4.2,0,326.98,Standard
ORD000795,CUST0264,WH013,DP003,RT046,28-01-2023,28-01-2023,02-02-2023,NULL,12,NULL,1,1,Failed,3,Electronics,2.57,15190.67,Bike,Afternoon,Clear,4,Prepaid,0,1,NULL,1,132.69,Standard
ORD000796,CUST0113,WH008,DP005,RT001,28-01-2023,29-01-2023,31-01-2023,NULL,29,NULL,1,1,Failed,3,Clothing,0.97,441.8,Truck,Afternoon,Clear,6,COD,0,1,NULL,1,107.29,Express
ORD000797,CUST0461,WH009,DP001,RT055,28-01-2023,30-01-2023,04-02-2023,NULL,60,NULL,1,1,Failed,2,Furniture,17.63,20441.8,Van,Evening,Heatwave,7,Prepaid,0,1,NULL,1,751.39,Standard
ORD000798,CUST0318,WH001,DP001,RT038,28-01-2023,29-01-2023,03-02-2023,03-02-2023,41,0,0,0,Delivered,1,Electronics,5.82,17547.83,Bike,Afternoon,Clear,3,COD,0,1,3.3,0,523.28,Standard
ORD000799,CUST0459,WH010,DP005,RT004,28-01-2023,28-01-2023,31-01-2023,02-02-2023,1.1,2,1,1,Delivered,1,Sports,2.89,619.34,Bike,Afternoon,Rain,1,Prepaid,0,1,1,0,177.03,Standard
ORD000800,CUST0276,WH003,DP002,RT051,28-01-2023,29-01-2023,02-02-2023,03-02-2023,43,1,1,1,Delivered,1,Furniture,26.42,21921.02,Van,Evening,Clear,1,Prepaid,0,1,4.7,0,1457.52,Express
ORD000801,CUST0146,WH011,DP003,RT015,28-01-2023,29-01-2023,03-02-2023,02-02-2023,40,-1,0,0,Delivered,1,Toys,1.31,1095.51,Truck,Night,Clear,3,Wallet,0,1,3,0,100.17,Express
ORD000802,CUST0357,WH014,DP004,RT021,28-01-2023,28-01-2023,03-02-2023,06-02-2023,0.8,3,1,1,Delivered,2,Clothing,0.85,1129.2,Bike,Night,Rain,7,Prepaid,0,1,3,1,94.89,Express
ORD000803,CUST0006,WH003,DP001,RT021,28-01-2023,28-01-2023,02-02-2023,02-02-2023,12,0,0,0,Delivered,1,FMCG,2.12,292.76,Van,Morning,Clear,13,Prepaid,0,1,3.7,0,110.41,Standard
ORD000804,CUST0340,WH001,DP006,RT059,28-01-2023,29-01-2023,03-02-2023,03-02-2023,37,0,0,0,Delivered,1,Toys,1.74,677.25,Bike,Afternoon,Clear,10,COD,0,1,4.6,0,177.06,Standard
ORD000805,CUST0480,WH006,DP001,RT051,28-01-2023,29-01-2023,02-02-2023,04-02-2023,35,2,1,1,Returned,1,Clothing,1.41,1080.84,Van,Night,Rain,5,Prepaid,1,1,2.4,0,102.57,Standard
ORD000806,CUST0494,WH010,DP005,RT022,28-01-2023,29-01-2023,03-02-2023,03-02-2023,28,0,0,0,Delivered,1,FMCG,1.86,534.75,Truck,Morning,Clear,3,COD,0,1,3.2,0,111.7,Standard
ORD000807,CUST0108,WH010,DP002,RT044,28-01-2023,28-01-2023,01-02-2023,01-02-2023,6,0,0,0,Delivered,1,Electronics,10.12,16028.54,Bike,Morning,Clear,3,Prepaid,0,1,4.2,0,291.07,Standard
ORD000808,CUST0413,WH009,DP002,RT014,28-01-2023,31-01-2023,05-02-2023,05-02-2023,86,0,0,0,Returned,1,Furniture,17.86,14907.4,Bike,Afternoon,Clear,9,COD,1,1,4.8,0,1227.63,Standard
ORD000809,CUST0260,WH010,DP006,RT035,28-01-2023,29-01-2023,03-02-2023,03-02-2023,37,0,0,0,Delivered,1,Beauty,0.78,266.33,Bike,Afternoon,Clear,12,Prepaid,0,1,5,0,71.47,Standard
ORD000810,CUST0071,WH002,DP004,RT061,28-01-2023,29-01-2023,02-02-2023,04-02-2023,42,2,1,1,Delivered,2,Electronics,4.54,18047.32,Bike,Afternoon,Rain,5,Wallet,0,1,1.4,0,334.99,Standard
ORD000811,CUST0427,WH008,DP002,RT004,28-01-2023,29-01-2023,31-01-2023,02-02-2023,42,2,1,1,Delivered,2,Books,8.9,319.44,Bike,Morning,Rain,9,COD,0,1,2.7,0,78.74,Standard
ORD000812,CUST0340,WH008,DP001,RT035,28-01-2023,29-01-2023,03-02-2023,03-02-2023,31,0,0,0,Delivered,1,Beauty,0.75,667.97,Van,Morning,Clear,10,Prepaid,0,1,4.2,0,79.63,Standard
ORD000813,CUST0162,WH002,DP008,RT032,28-01-2023,29-01-2023,02-02-2023,02-02-2023,40,0,0,0,Delivered,1,FMCG,3.34,431.1,Bike,Evening,Clear,11,COD,0,1,4.5,0,234.16,Express
ORD000814,CUST0100,WH005,DP003,RT028,28-01-2023,29-01-2023,02-02-2023,02-02-2023,44,0,0,0,Delivered,1,Clothing,0.64,524.8,Van,Afternoon,Clear,8,Prepaid,0,1,3.3,0,86.48,Standard
ORD000815,CUST0327,WH011,DP003,RT012,28-01-2023,28-01-2023,01-02-2023,01-02-2023,3,0,0,0,Delivered,1,Grocery,4.84,616.66,Bike,Night,Storm,1,Wallet,0,1,3.7,0,293.42,Express
ORD000816,CUST0033,WH014,DP001,RT054,28-01-2023,29-01-2023,03-02-2023,03-02-2023,26,0,0,0,Returned,1,Electronics,4.23,18628.65,Bike,Afternoon,Clear,6,Prepaid,1,1,4.5,0,395.29,Standard
ORD000817,CUST0143,WH008,DP007,RT030,28-01-2023,28-01-2023,01-02-2023,01-02-2023,17,0,0,0,Delivered,1,Clothing,0.85,625.62,Bike,Morning,Storm,6,COD,0,1,4.7,0,108.76,Standard
ORD000818,CUST0244,WH013,DP001,RT009,28-01-2023,28-01-2023,02-02-2023,02-02-2023,4,0,0,0,Delivered,1,Appliances,6.26,9244.08,Van,Night,Clear,5,Prepaid,0,1,3.3,0,506.81,Express
ORD000819,CUST0224,WH002,DP002,RT019,28-01-2023,28-01-2023,02-02-2023,NULL,18,NULL,1,1,Failed,3,Clothing,1.28,670.44,Bike,Morning,Clear,4,COD,0,1,NULL,1,127.25,Standard
ORD000820,CUST0214,WH014,DP003,RT016,28-01-2023,29-01-2023,02-02-2023,NULL,24,NULL,1,1,Failed,2,Beauty,0.81,1230.73,Van,Afternoon,Storm,3,Prepaid,0,1,NULL,1,118.07,Standard
ORD000821,CUST0120,WH001,DP006,RT030,28-01-2023,28-01-2023,01-02-2023,01-02-2023,3,0,0,0,Returned,1,Clothing,1.2,564.72,Truck,Night,Rain,4,COD,1,1,1.7,0,115.07,Standard
ORD000822,CUST0168,WH007,DP003,RT001,01-02-2023,01-02-2023,03-02-2023,02-02-2023,23,-1,0,0,Delivered,1,Beauty,0.63,359.33,Van,Evening,Clear,14,Prepaid,0,0,3.6,0,85.55,Same-Day
ORD000823,CUST0349,WH004,DP004,RT046,01-02-2023,02-02-2023,07-02-2023,08-02-2023,46,1,1,1,Delivered,2,Sports,2.83,942.28,Bike,Evening,Clear,13,Prepaid,0,0,1.7,0,230.62,Standard
ORD000824,CUST0217,WH010,DP003,RT045,01-02-2023,02-02-2023,05-02-2023,05-02-2023,36,0,0,0,Delivered,1,FMCG,3.41,370.23,Van,Morning,Clear,6,Wallet,1,0,4.4,0,284.37,Same-Day
ORD000825,CUST0389,WH003,DP002,RT023,01-02-2023,01-02-2023,05-02-2023,11-02-2023,16,6,1,1,Delivered,2,FMCG,3.51,481.71,Van,Morning,Clear,11,Wallet,0,0,2.7,1,253.78,Standard
ORD000826,CUST0462,WH001,DP007,RT012,01-02-2023,02-02-2023,06-02-2023,13-02-2023,43,7,1,1,Delivered,1,Electronics,9.41,14688.18,Bike,Morning,Clear,4,Prepaid,0,0,1.2,0,456.53,Standard
ORD000827,CUST0434,WH005,DP006,RT005,01-02-2023,01-02-2023,05-02-2023,09-02-2023,1.3,4,1,1,Delivered,1,Electronics,5.34,12998.61,Bike,Evening,Storm,14,Wallet,0,0,2.3,1,305.44,Standard
ORD000828,CUST0355,WH001,DP002,RT020,01-02-2023,01-02-2023,06-02-2023,10-02-2023,19,4,1,1,Delivered,2,Sports,3.66,2773.29,Bike,Evening,Clear,14,Prepaid,0,0,3.2,1,310.46,Express
ORD000829,CUST0322,WH004,DP004,RT003,01-02-2023,02-02-2023,05-02-2023,12-02-2023,27,7,1,1,Delivered,3,Beauty,0.81,610.29,Truck,Morning,Rain,3,Prepaid,0,0,2.5,1,82,Standard
ORD000830,CUST0217,WH008,DP006,RT055,01-02-2023,02-02-2023,07-02-2023,06-02-2023,39,-1,0,0,Delivered,1,Sports,3.39,2309.6,Van,Morning,Clear,6,COD,0,0,4.8,0,209.95,Standard
ORD000831,CUST0054,WH004,DP004,RT002,01-02-2023,02-02-2023,04-02-2023,04-02-2023,30,0,0,0,Returned,1,Appliances,12.32,6218.17,Van,Afternoon,Clear,10,COD,1,0,2.4,0,449.77,Standard
ORD000832,CUST0208,WH003,DP003,RT043,01-02-2023,02-02-2023,06-02-2023,05-02-2023,43,-1,0,0,Delivered,1,Appliances,10.68,11181.12,Van,Night,Clear,15,COD,0,0,4.1,0,641.73,Standard
ORD000833,CUST0430,WH002,DP001,RT020,01-02-2023,01-02-2023,06-02-2023,06-02-2023,9,0,0,0,Delivered,1,Toys,1.71,1881.3,Van,Afternoon,Clear,3,Prepaid,0,0,3.9,0,190.89,Standard
ORD000834,CUST0080,WH002,DP001,RT002,01-02-2023,01-02-2023,03-02-2023,03-02-2023,9,0,0,0,Delivered,1,Appliances,6.36,14740.85,Van,Evening,Rain,14,Prepaid,0,0,4.5,0,439.98,Express
ORD000835,CUST0395,WH007,DP002,RT048,01-02-2023,02-02-2023,05-02-2023,NULL,30,NULL,1,1,Failed,2,Electronics,6.21,15675.1,Van,Evening,Clear,14,Prepaid,0,0,NULL,1,495.62,Express
ORD000836,CUST0380,WH009,DP003,RT058,01-02-2023,03-02-2023,08-02-2023,08-02-2023,55,0,0,0,Delivered,1,Sports,9.98,2861.87,Bike,Evening,Rain,3,Prepaid,0,0,3.7,0,249.91,Standard
ORD000837,CUST0433,WH006,DP008,RT040,01-02-2023,01-02-2023,05-02-2023,05-02-2023,8,0,0,0,Delivered,1,Toys,2.09,1488.69,Bike,Night,Fog,3,Prepaid,0,0,4,0,211.31,Standard
ORD000838,CUST0483,WH002,DP006,RT035,01-02-2023,01-02-2023,06-02-2023,06-02-2023,19,0,0,0,Delivered,1,Electronics,5.2,19411.14,Van,Night,Clear,3,COD,0,0,4,0,460.7,Standard
ORD000839,CUST0151,WH008,DP001,RT053,01-02-2023,02-02-2023,07-02-2023,13-02-2023,39,6,1,1,Delivered,3,Appliances,5.21,13776.25,Van,Afternoon,Storm,6,Prepaid,0,0,2.8,1,407.24,Standard
ORD000840,CUST0055,WH007,DP005,RT059,01-02-2023,02-02-2023,07-02-2023,07-02-2023,32,0,0,0,Delivered,1,Electronics,4.53,5705.91,Van,Morning,Rain,2,Prepaid,0,0,4.3,0,215.07,Standard
ORD000841,CUST0005,WH005,DP006,RT004,01-02-2023,01-02-2023,03-02-2023,03-02-2023,16,0,0,0,Delivered,1,FMCG,3.36,434.47,Van,Evening,Fog,10,COD,0,0,3.9,0,196.61,Same-Day
ORD000842,CUST0448,WH004,DP003,RT053,01-02-2023,01-02-2023,06-02-2023,09-02-2023,6,3,1,1,Delivered,1,Electronics,2.65,9559.2,Bike,Evening,Fog,11,Wallet,0,0,1.9,1,240.01,Standard
ORD000843,CUST0035,WH002,DP002,RT036,01-02-2023,02-02-2023,06-02-2023,06-02-2023,45,0,0,0,Delivered,1,FMCG,3.31,166.2,Bike,Evening,Clear,3,Prepaid,0,0,4.9,0,173.17,Standard
ORD000844,CUST0349,WH002,DP004,RT040,02-02-2023,02-02-2023,06-02-2023,06-02-2023,17,0,0,0,Delivered,1,FMCG,2.75,430.14,Van,Morning,Rain,13,Prepaid,0,0,3.3,0,185.45,Standard
ORD000845,CUST0495,WH004,DP003,RT006,02-02-2023,02-02-2023,07-02-2023,10-02-2023,0,3,1,1,Delivered,3,Books,0.37,278.85,Van,Afternoon,Clear,5,Wallet,0,0,1.7,1,93.33,Standard
ORD000846,CUST0119,WH001,DP002,RT014,02-02-2023,03-02-2023,08-02-2023,14-02-2023,31,6,1,1,Delivered,1,Toys,1.33,458.32,Bike,Morning,Heatwave,5,Prepaid,0,0,1.9,1,107.95,Express
ORD000847,CUST0197,WH005,DP003,RT015,02-02-2023,02-02-2023,07-02-2023,07-02-2023,4,0,0,0,Delivered,1,Toys,0.88,1112.03,Van,Morning,Rain,3,COD,0,0,3.3,0,68.11,Standard
ORD000848,CUST0054,WH008,DP004,RT061,02-02-2023,03-02-2023,07-02-2023,07-02-2023,43,0,0,0,Delivered,1,Sports,1.75,1157.73,Bike,Afternoon,Rain,5,Prepaid,0,0,4.8,0,190.44,Standard
ORD000849,CUST0259,WH013,DP004,RT049,02-02-2023,03-02-2023,05-02-2023,07-02-2023,45,2,1,1,Delivered,1,Electronics,5.9,18964.67,Bike,Evening,Heatwave,1,COD,0,0,3.5,0,433.99,Standard
ORD000850,CUST0262,WH008,DP004,RT037,02-02-2023,02-02-2023,05-02-2023,05-02-2023,23,0,0,0,Delivered,1,FMCG,3.05,637.62,Van,Morning,Clear,6,Prepaid,0,0,3.1,0,184.31,Standard
ORD000851,CUST0343,WH008,DP006,RT033,02-02-2023,02-02-2023,07-02-2023,07-02-2023,18,0,0,0,Delivered,1,Beauty,0.61,1206.17,Van,Morning,Fog,10,Prepaid,0,0,3.3,0,47.42,Express
ORD000852,CUST0366,WH005,DP001,RT044,02-02-2023,03-02-2023,07-02-2023,07-02-2023,28,0,0,0,Delivered,1,Books,0.41,792.03,Truck,Evening,Clear,12,Prepaid,0,0,3.7,0,106.65,Same-Day
